From	To
Q8N283	ANKRD35
Q8NC51	SERBP1
Q8NEY8	PPHLN1
Q96AE4	FUBP1
Q9BQE3	TUBA1C
Q9BT92	TCHP
Q9BXP5	SRRT
Q9HC98	NEK6
Q9NS87	KIF15
P08684	CYP3A4
P08697	SERPINF2
P08709	F7
Q9BY27	DGCR6L
P46060	RANGAP1
Q9P219	CCDC88C
Q9UGC6	RGS17
P08758	ANXA5
P37268	FDFT1
P22732	SLC2A5
P33897	ABCD1
P49748	ACADVL
P63220	RPS21
P69892	HBG2
Q14749	GNMT
Q9H6K1	ILRUN
P08913	ADRA2A
P08949	NMB
Q13490	BIRC2
P09012	SNRPA
P98179	RBM3
Q14011	CIRBP
Q8N6R0	METTL13
Q9BQ61	TRIR
P43268	ETV4
Q15326	ZMYND11
Q8IY51	TIGD4
Q8TBC5	ZSCAN18
Q92826	HOXB13
Q9H765	ASB8
Q9UIV1	CNOT7
Q8IZ81	ELMOD2
P09067	HOXB5
P19367	HK1
P78542	HK1
Q16842	ST3GAL2
Q96MC5	BMERB1
Q9UHF5	IL17B
Q9UMP7	G4
Q8TAC1	RFESD
P09110	ACAA1
P09131	SLC10A3
Q9BX66	SORBS1
P09132	SRP19
P09211	GSTP1
Q9H7N4	SCAF1
P09228	CST2
P57052	RBM11
Q8N302	AGGF1
P09326	CD48
Q8TDN6	BRIX1
Q9NUW4	BXDC2
P09327	VIL1
P09382	LGALS1
P09429	HMGB1
P09430	TNP1
P09455	RBP1
P09466	PAEP
Q96HH9	GRAMD2B
P26717	KLRC2
Q63HM2	PCNX4
P09471	GNAO1
P09486	SPARC
P09488	GSTM1
P21266	GSTM3
Q8TC20	CAGE1
V9HW56	HEL-S-108
P09496	CLTA
P17405	SMPD1
P09529	INHBB
P49354	FNTA
P09543	CNP
Q9HB90	RRAGC
P09564	CD7
Q5TA50	CPTP
S4S694	GLTPD1
P09565	GIG44
P23469	PTPRE
Q15256	PTPRR
P09629	HOXB7
P46778	RPL21
Q9Y3C6	PPIL1
P62306	SNRPF
P09668	CTSH
P09669	COX6C
P09874	PARP1
P09917	ALOX5
Q6UWX4	HHIPL2
P09923	ALPI
P09936	UCHL1
P0CG47	UBB
Q15843	NEDD8
Q0P6H9	TMEM62
P0C0L4	C4A
P0C0S8	H2AC11
P0C0S8	H2AC13
P0C0S8	H2AC15
P0C0S8	H2AC16
P0C0S8	H2AC17
Q504U0	C4orf46
Q96D03	DDIT4L
P0C7H8	KRTAP2-3
P82987	ADAMTSL3
Q14781	CBX2
Q8WZ59	TMEM190
P0C7I6	CCDC159
P30542	ADORA1
Q08AD1	CAMSAP2
Q14596	NBR1
Q6MZL5	TRIP11
Q6ZMT1	STAC2
Q8IX01	SUGP2
Q8N4X5	AFAP1L2
Q8TE02	ELP5
Q969X2	ST6GALNAC6
Q96DN6	MBD6
Q99590	SCAF11
Q99798	ACO2
Q9BU62	BAT2L
Q9H7H0	METTL17
Q9UBD0	HSFX1
Q9UBD0	HSFX2
Q9UKJ3	GPATCH8
Q9Y4B4	RAD54L2
V9HWC4	HEL-S-132P
P0C7T8	TMEM253
Q92565	RAPGEF5
P0C862	C1QTNF9
P23109	AMPD1
P35241	RDX
P46976	GYG1
P55209	NAP1L1
P78344	EIF4G2
Q9C0G0	ZNF407
P0C869	PLA2G4B
P0C870	JMJD7
P35998	PSMC2
Q13574	DGKZ
Q549J4	ERAF
Q8NEV4	MYO3A
Q9BQ04	RBM4B
Q9P298	HIGD1B
Q9NZD4	AHSP
Q9P289	STK26
P0CE71	OCM2
Q9Y4E8	USP15
V9HW74	HEL-117
P0CL82	GAGE12I
P0CW20	LIMS4
P0CW24	PNMA6A
P13747	HLA-E
Q8N0Z2	ABRA
Q8NAP3	ZBTB38
Q96D71	REPS1
Q9UBC2	EPS15L1
P0DJD3	RBMY1A1
P79522	PRR3
Q86T65	DAAM2
Q96PQ6	ZNF317
Q96QB9	CAT56
Q9NRW3	APOBEC3C
P0DJI9	SAA2
P0DMM9	SULT1A3
P10073	ZSCAN22
Q8TF39	ZNF483
Q96JS3	PGBD1
Q96L11	LLCFC1
P26885	FKBP2
Q6PGN9	PSRC1
Q8WZA1	POMGNT1
P10242	MYB
Q6ZMK3	FLJ00340
Q8N3J5	PPM1K
P10244	MYBL2
P61073	CXCR4
P10253	GAA
Q13772	NCOA4
Q5VZ18	SHE
Q8NFH8	REPS2
Q9UBS8	RNF14
V9HWC7	HEL-S-128m
Q9P0J6	MRPL36
Q92614	MYO18A
Q9NYE8	MAJN
P10412	H1-4
P12955	PEPD
P24468	NR2F2
Q15777	MPPED2
P63172	DYNLT1
P78556	CCL20
P35520	CBS
Q9NTF0	DKFZp727E011
Q9UMQ6	CAPN11
P10746	UROS
P23771	GATA3
P49908	SELENOP
Q15493	RGN
V9HWF8	HEL-S-41
P10828	THRB
P10914	IRF1
P46527	CDKN1B
Q6P280	ZNF529
Q9BPU6	DPYSL5
Q92844	TANK
P11086	PNMT
P30408	TM4SF1
P78364	PHC1
Q02388	COL7A1
Q5JPB8	DKFZp686O1117
Q9NY33	DPP3
P11150	LIPC
Q8IWW8	ADHFE1
Q6DKI1	RPL7L1
Q9ULI2	RIMKLB
P11166	SLC2A1
P11171	EPB41
P62273	RPS29
Q86WZ6	ZNF227
Q9UKI2	CDC42EP3
P12319	FCER1A
P78318	IGBP1
Q86XI6	PPP1R3B
Q9Y5S2	CDC42BPB
P11230	CHRNB1
P11233	RALA
P11234	RALB
Q02575	NHLH1
Q9NRF8	CTPS2
P11413	G6PD
P11465	PSG2
P51843	NR0B1
P22612	PRKACG
P11678	EPX
P11684	SCGB1A1
P11686	SFTPC
Q07325	CXCL9
P11717	IGF2R
Q8N2U9	SLC66A2
P30279	CCND2
P55273	CDKN2D
Q15555	MAPRE2
Q99828	CIB1
Q99956	DUSP9
P11831	SRF
P30838	ALDH3A1
P11844	CRYGA
P60891	PRPS1
Q14558	PRPSAP1
P11912	CD79A
P11940	PABPC1
P20585	MSH3
P39748	FEN1
P12036	NEFH
P12074	COX6A1
P12081	HARS1
P30837	ALDH1B1
P12109	COL6A1
P12110	COL6A2
Q02221	COX6A2
P12268	IMPDH2
Q9BU20	CPLANE2
P12270	TPR
Q9Y6R4	MAP3K4
P12273	PIP
Q8N6R1	SERP2
P12318	FCGR2A
Q5U649	C12orf60
P12755	SKI
P14543	NID1
P48307	TFPI2
P98182	ZNF200
Q13569	TDG
Q14112	NID2
Q14515	SPARCL1
Q16557	PSG3
Q2TU89	AAG1
Q7L2E3	DHX30
Q7Z6K1	THAP5
Q8N3C0	ASCC3
Q8N3E9	PLCD3
Q8TE76	MORC4
Q8WUA8	TSKU
Q96C36	PYCR2
Q9BVG3	TRIM62
Q9H2Y7	ZNF106
Q9H4D5	NXF3
Q9HB07	MYG1
Q9UBH0	IL36RN
Q9UBW7	ZMYM2
Q9UJ78	ZMYM5
Q9UPV9	TRAK1
V9HW25	HEL-S-273
Q16595	FXN
Q4G112	HSF5
Q8IY33	MICALL2
P12829	MYL4
Q8N2H3	PYROXD2
P12882	MYH1
P47928	ID4
P48960	ADGRE5
Q05996	ZP2
Q86X10	RALGAPB
Q8IWT3	CUL9
Q9HCU4	CELSR2
Q9NZM4	BICRA
Q9UPX8	SHANK2
Q9Y2D5	AKAP2
P16435	POR
P18669	PGAM1
P62324	BTG1
Q13424	SNTA1
Q15118	PDK1
Q96RP7	GAL3ST4
Q99643	SDHC
Q9HBL7	PLGRKT
Q9Y6B2	EID1
S4UD68	SERPINA2
P13010	XRCC5
P13051	UNG
P42338	PIK3CB
P63313	TMSB10
Q4VC05	BCL7A
Q5H9K5	ZMAT1
Q6P444	MTFR2
Q6PF15	KLHL35
Q7Z614	SNX20
Q8TCT0	CERK
Q8WTR2	DUSP19
Q9NWW7	C2orf42
P13232	IL7
P13236	CCL4
P13284	IFI30
P53680	AP2S1
W0UV28	RAA1
P13473	LAMP2
P13498	CYBA
Q6P2E9	EDC4
P13521	SCG2
P13535	MYH8
P13591	NCAM1
P13611	VCAN
P52815	MRPL12
Q86X29	LSR
Q8IUC4	RHPN2
Q9H609	ZNF576
Q9NYA1	SPHK1
Q9Y217	MTMR6
P13637	ATP1A3
P13639	EEF2
P20618	PSMB1
P49721	PSMB2
Q15020	SART3
P13682	ZNF35
P50591	TNFSF10
Q96DI7	SNRNP40
P13716	ALAD
P13725	OSM
P13727	PRG2
P53990	IST1
Q9GZZ9	UBA5
P13804	ETFA
P42356	PI4KA
Q6PKG0	LARP1
Q8IUR7	ARMC8
Q8WU90	ZC3H15
Q969R2	OSBP2
Q96S99	PLEKHF1
Q9H5H4	ZNF768
Q9Y2Y6	TMEM98
P13861	PRKAR2A
P13928	ANXA8
P15924	DSP
Q8NCE2	MTMR14
P13987	CD59
P13994	YJU2B
P13995	MTHFD2
P14091	CTSE
P35398	RORA
Q5T2W1	PDZK1
P14174	MIF
P14210	HGF
P14222	PRF1
Q9H227	GBA3
P14317	HCLS1
P26358	DNMT1
P35269	GTF2F1
P49720	PSMB3
P56282	POLE2
Q12774	ARHGEF5
Q14995	NR1D2
Q15040	JOSD1
Q15735	INPP5J
Q15937	ZNF79
Q16527	CSRP2
Q32MH5	FAM214A
Q3SY00	TSGA10IP
Q63HK5	TSHZ3
Q63HN8	RNF213
Q6NXQ0	SFRS2
Q6ZVT0	TTLL10
Q7Z6K5	ARPIN
Q86UY5	FAM83A
Q8IVS8	GLYCTK
Q8IXS8	FAM126B
Q8IY34	SLC15A3
Q8IYD8	FANCM
Q8N443	RIBC1
Q8TDQ7	GNPDA2
Q969S2	NEIL2
Q969S9	GFM2
Q96FQ7	LINC00526
Q99853	FOXB1
Q99958	FOXC2
Q9BRG1	VPS25
Q9BUI4	POLR3C
Q9BW85	YJU2
Q9C026	TRIM9
Q9C0C9	UBE2O
Q9GZU1	MCOLN1
Q9H0K6	PUS7L
Q9H3S7	PTPN23
Q9H6L4	ARMC7
Q9H8E8	KAT14
Q9NNX1	TUFT1
Q9NQ50	MRPL40
Q9NR81	ARHGEF3
Q9NVE4	CCDC87
Q9NVL8	CCDC198
Q9NWV8	BABAM1
Q9UM82	SPATA2
Q9Y3C4	TPRKB
P14550	AKR1A1
P14555	PLA2G2A
P14598	NCF1
Q8WWI1	LMO7
Q9NS37	CREBZF
P14625	HSP90B1
P14649	MYL6B
Q15506	SPA17
P14784	IL2RB
P40933	IL15
Q9H4B4	PLK3
P14866	HNRNPL
P55060	CSE1L
P14868	DARS1
P14902	IDO1
P14921	ETS1
P35221	CTNNA1
Q9NSA3	CTNNBIP1
Q9Y6N8	CDH10
P14927	UQCRB
P43355	MAGEA1
Q96QU6	ACCS
Q3V6T2	CCDC88A
U5ZC31	ND5
P15121	AKR1B1
P15151	PVR
Q9P0K1	ADAM22
Q9Y4W6	AFG3L2
P15169	CPN1
P15170	GSPT1
Q9UL46	PSME2
Q13634	CDH18
Q5I0X7	TTC32
Q8IWP9	CCDC28A
Q8N7B6	PACRGL
Q969P5	FBXO32
Q96AJ1	CLUAP1
Q96NG3	ODAD4
Q96RK4	BBS4
Q96TA2	YME1L1
P15289	ARSA
P41208	CETN2
Q15599	SLC9A3R2
P15328	FOLR1
P15374	UCHL3
Q14CW9	ATXN7L3
Q9HBI0	PARVG
Q10587	TEF
P15502	ELN
P17540	CKMT2
P15509	CSF2RA
P15514	AREG
P15621	ZNF44
Q14592	ZNF460
Q3T906	GNPTAB
P15692	VEGFA
Q96QK1	VPS35
P32754	HPD
Q13615	MTMR3
Q92982	NINJ1
Q96HP8	TMEM176A
Q9Y5R4	HEMK1
P16930	FAH
P21281	ATP6V1B2
P30039	PBLD
P61296	HAND2
Q01804	OTUD4
Q5JT25	RAB41
Q5JVL4	EFHC1
Q5SY16	NOL9
Q6UX98	ZDHHC24
Q6XD76	ASCL4
Q6ZQR2	CFAP77
Q7Z7H8	MRPL10
Q8IX06	REXO1L1P
Q8IXL7	MSRB3
Q8WVJ9	TWIST2
Q8WXA2	PATE1
Q92888	ARHGEF1
Q969U7	PSMG2
Q9BWU0	SLC4A1AP
Q9BX59	TAPBPL
Q9BZE9	ASPSCR1
Q9GZQ4	NMUR2
Q9H4F8	SMOC1
Q9NP86	CABP5
Q9NQ33	ASCL3
Q9UBY9	HSPB7
Q9UDX3	SEC14L4
Q9UHB4	NDOR1
Q9UHP6	RSPH14
Q9UIL1	SCOC
Q9Y6H1	CHCHD2
P61927	RPL37
Q9BYT1	SLC17A9
P15941	MUC1
P61421	ATP6V0D1
Q15545	TAF7
Q8IYH5	ZZZ3
P16066	NPR1
P16083	NQO2
Q96NW7	LRRC7
P16118	PFKFB1
P16144	ITGB4
P16152	CBR1
P16157	ANK1
P16219	ACADS
P52655	GTF2A1
Q03936	ZNF92
Q147U7	SMCO1
Q15022	SUZ12
Q5HYC2	KIAA2026
Q6SA08	TSSK4
Q6UUV9	CRTC1
Q9HCK8	CHD8
V9HVY7	HEL-203
P16233	PNLIP
P16234	PDGFRA
Q9BZM5	ULBP2
P16298	PPP3CB
P20231	TPSB2
P41970	ELK3
P51816	AFF2
Q15109	AGER
Q15661	TPSAB1
Q15746	MYLK
Q643R0	HCTP4
Q8IVH8	MAP4K3
Q8IXJ9	ASXL1
Q8NFW9	MYRIP
Q93084	ATP2A3
Q96T58	SPEN
Q9BY71	LRRC3
Q9H1H9	KIF13A
Q9H222	ABCG5
Q9NR96	TLR9
Q9P206	KIAA1522
Q9ULW0	TPX2
P16389	KCNA2
P49069	CAMLG
P16415	ZNF823
P16442	ABO
P16444	DPEP1
P16452	EPB42
P16520	GNB3
Q8WVF5	KCTD4
P16615	ATP2A2
P16662	UGT2B7
P34903	GABRA3
P16671	CD36
P16860	NPPB
P16870	CPE
Q7L3V2	RTL10
Q8NE22	SETD9
Q99645	EPYC
Q15019	SEPTIN2
Q86VW0	SESTD1
P17020	ZNF16
Q5T7V8	GORAB
Q8IZC7	ZNF101
P17021	ZNF17
P17022	ZNF18
Q96N95	ZNF396
Q9Y5A6	ZSCAN21
P17029	ZKSCAN1
P17031	ZNF26
P17036	ZNF3
P17040	ZSCAN20
P17041	ZNF32
P60372	KRTAP10-4
Q8IYT8	ULK2
P17066	HSPA6
P35556	FBN2
P80370	DLK1
P17174	GOT1
Q7Z7G0	ABI3BP
Q9BXJ8	TMEM120A
P23560	BDNF
Q99519	NEU1
P17542	TAL1
Q16509	tal-1
Q9BQG0	MYBBP1A
Q9UMS5	PHTF1
Q15170	TCEAL1
Q9BV23	ABHD6
Q9NRN5	OLFML3
P17568	NDUFB7
P20794	MAK
Q07065	CKAP4
P17612	PRKACA
P31323	PRKAR2B
Q9Y2K2	SIK3
P17655	CAPN2
P17676	CEBPB
P49715	CEBPA
P49716	CEBPD
Q9Y2D1	ATF5
P17735	TAT
P17812	CTPS1
Q13151	HNRNPA0
Q08999	RBL2
Q15650	TRIP4
Q92522	H1-10
Q96I24	FUBP3
Q9UK33	ZNF580
P17936	IGFBP3
P17947	SPI1
Q9H3N1	TMX1
P17948	FLT1
P18065	IGFBP2
P18077	RPL35A
Q13242	SRSF9
Q3T8J9	GON4L
P18085	ARF4
P18124	RPL7
P18146	EGR1
Q9NR09	BIRC6
Q10588	BST1
V9HW43	HEL-S-102
P18433	PTPRA
P18505	GABRB1
P18510	IL1RN
P52742	ZNF135
Q13227	GPS2
Q13515	BFSP2
Q92805	GOLGA1
Q96EY7	PTCD3
Q99871	HAUS7
Q9BQ50	TREX2
Q9H672	ASB7
Q9NYT6	ZNF226
P20711	DDC
P40261	NNMT
P18859	ATP5PF
Q6KB66	KRT80
Q6PF18	MORN3
Q7LC44	ARC
Q7Z794	KRT77
Q86Y46	KRT73
Q8N715	CCDC185
Q9BTA9	WAC
Q9H2F5	EPC1
Q9NPC3	CCNB1IP1
P35236	PTPN7
P19105	MYL12A
P19113	HDC
Q9H2P0	ADNP
P19237	TNNI1
P19256	CD58
P19338	NCL
Q9NWM8	FKBP14
V9HWP2	HEL-S-125m
P19404	NDUFV2
P30048	PRDX3
Q6P1R3	MSANTD2
Q13588	GRAP
V9HWH3	HEL-S-31
P19652	ORM2
P49770	EIF2B2
Q14166	TTLL12
Q96C86	DCPS
Q9P2Y4	ZNF219
P19801	AOC1
Q8NBI2	CYB561A3
P19823	ITIH2
P19827	ITIH1
P35606	COPB2
Q00653	NFKB2
Q9BYH8	NFKBIZ
P19875	CXCL2
P19878	NCF2
P19971	TYMP
P20062	TCN2
Q6UXF1	TMEM108
Q8WTW4	NPRL2
P20138	CD33
P20155	SPINK2
P20160	AZU1
Q658N3	DKFZp666G145
Q92994	BRF1
Q96A83	COL26A1
V9HVY2	HEL-S-76p
P20248	CCNA2
P20290	BTF3
Q9Y2J0	RPH3A
P20337	RAB3B
P50213	IDH3A
P53801	PTTG1IP
Q4V328	GRIPAP1
Q9H5N1	RABEP2
Q9HD15	SRA1
Q9UG59	DKFZp564M2422
Q9Y3P9	RABGAP1
P20339	RAB5A
Q9UH99	SUN2
P20340	RAB6A
P20591	MX1
Q9H9S4	CAB39L
Q8IU60	DCP2
P20674	COX5A
P20783	NTF3
Q7KZF4	SND1
Q9NQ25	SLAMF7
Q9NYG5	ANAPC11
Q13203	MYBPH
Q4J6C6	PREPL
Q99460	PSMD1
P20809	IL11
P20815	CYP3A5
Q96SQ7	ATOH8
P20823	HNF1A
Q9C0K7	STRADB
P20941	PDC
P20962	PTMS
Q9Y2X9	ZNF281
P26038	MSN
P62979	RPS27A
Q4L233	FREP1
Q9BTM9	URM1
V9HWC0	HEL70
P21145	MAL
P26715	KLRC1
Q16849	PTPRN
Q8N539	FIBCD1
Q8N8F7	LSMEM1
Q9BZL3	SMIM3
P21695	GPD1
P42568	MLLT3
P46100	ATRX
P78537	BLOC1S1
Q13332	PTPRS
Q14508	WFDC2
Q16293	MM1
Q6IA98	RNPC4
Q6IB77	GLYAT
Q8TF65	GIPC2
Q969Z0	TBRG4
Q96CQ1	SLC25A36
Q96NT1	NAP1L5
Q9H8M9	EVA1A
Q9HC16	APOBEC3G
Q9NPJ1	MKKS
Q9NQZ2	UTP3
Q9Y657	SPIN1
R4GMX3	COMMD3-BMI1
V9HWE9	HEL-S-22
P46439	GSTM5
P21283	ATP6V1C1
Q6ZTI6	RFLNA
P21439	ABCB4
Q3MUY2	PIGY
P21453	S1PR1
Q9BQ75	CMSS1
P21506	ZNF10
P21549	AGXT
P24752	ACAT1
Q96KP6	TNIP3
P22459	KCNA4
P49903	SEPHS1
P55210	CASP7
P61604	HSPE1
Q5VUD6	DIPK1B
Q6PI98	INO80C
Q8N8V2	GBP7
Q8NDB6	FAM156A
Q8NDB6	FAM156B
Q8NFR7	CCDC148
Q96F10	SAT2
Q9BSH4	TACO1
Q9NUT2	ABCB8
Q9NV55	DNPEP
Q9NVL1	FAM86C1P
Q9UFG5	C19orf25
Q9ULA0	DNPEP
P49792	RANBP2
P21741	MDK
P21781	FGF7
Q6ICB0	DESI1
P21796	VDAC1
P21810	BGN
Q53GG5	PDLIM3
Q4VC44	FLYWCH1
P21964	COMT
P47871	GCGR
P55265	ADAR
P82251	SLC7A9
P22087	FBL
Q9HA65	TBC1D17
P22102	GART
P22105	TNXB
P22234	PAICS
Q13275	SEMA3F
P22352	GPX3
P22532	SPRR2D
P22557	ALAS2
P43235	CTSK
Q6PGQ7	BORA
Q86XS8	RNF130
Q92540	SMG7
Q96LX7	CCDC17
Q00537	CDK17
P22626	HNRNPA2B1
P22674	CCNO
P28698	MZF1
P52907	CAPZA1
P46776	RPL27A
P22735	TGM1
P48449	LSS
Q86WJ1	CHD1L
Q9HC38	GLOD4
Q9NQX6	ZNF331
Q9NR28	DIABLO
P22748	CA4
Q9NWS0	PIH1D1
P22794	EVI2A
P51449	RORC
P22830	FECH
P22914	CRYGS
Q86TH1	ADAMTSL2
Q8NHV4	NEDD1
Q9NQB0	TCF7L2
Q9UK76	JPT1
P23276	KEL
P23280	CA6
P40926	MDH2
Q9UBC3	DNMT3B
P23396	RPS3
Q04609	FOLH1
P50395	GDI2
Q15436	SEC23A
Q9NPR9	GPR108
P43629	KIR3DL1
P23497	SP100
Q03060	CREM
Q96GY0	ZC2HC1A
Q9Y6K1	DNMT3A
P29084	GTF2E2
P23511	NFYA
P25208	NFYB
P68400	CSNK2A1
Q9BWT3	PAPOLG
P23526	AHCY
Q9BV19	C1orf50
Q9Y281	CFL2
P23610	F8A1
P23610	F8A2
P23610	F8A3
P23677	ITPKA
P23769	GATA2
Q16633	POU2AF1
P23919	DTYMK
Q9H9C0	hCG_2024989
P23921	RRM1
P51589	CYP2J2
Q99909	SSX3
Q06330	RBPJ
Q16877	PFKFB4
Q92945	KHSRP
P24592	IGFBP6
P24593	IGFBP5
P24666	ACP1
Q9UHJ3	SFMBT1
Q8IWT0	ZBTB8OS
P24844	MYL9
P35579	MYH9
P49336	CDK8
Q9HAN9	NMNAT1
P24864	CCNE1
Q9H3J6	MTRFR
Q9NPB9	ACKR4
Q9Y5J5	PHLDA3
P33176	KIF5B
P35580	MYH10
P35658	NUP214
P35749	MYH11
P49790	NUP153
P52594	AGFG1
P52948	NUP98
Q0VF96	CGNL1
Q16787	LAMA3
Q5ZF01	ASCC3L1
Q69YQ0	SPECC1L
Q6P2D7	HNRPM
Q6Y7W6	GIGYF2
Q86T90	KIAA1328
Q8IVL0	NAV3
Q8TB52	FBXO30
Q8TF01	PNISR
Q92793	CREBBP
Q96KQ4	PPP1R13B
Q99418	CYTH2
Q9BVL2	NUP58
Q9C075	KRT23
Q9H9E3	COG4
Q9HCH0	NCKAP5L
Q9P267	MBD5
Q9UP83	COG5
Q9UQE7	SMC3
Q9Y613	FHOD1
V9HW29	HEL-S-61
P25098	GRK2
P25106	ACKR3
P25116	F2R
P25189	MPZ
Q9BTE3	MCMBP
P27338	MAOB
Q9NR33	POLE4
P25311	AZGP1
Q6Q788	APOA5
Q99437	ATP6V0B
Q92504	SLC39A7
Q9UNY5	ZNF232
P25705	ATP5F1A
P25713	MT3
P28288	ABCD3
U5Z487	COX2
P48146	NPBWR2
P60900	PSMA6
P61236	YPEL3
Q14CW7	PRR10
Q2TAK8	PWWP3A
Q58A44	PCOTH
Q66K41	ZNF385C
Q66K80	RUSC1-AS1
Q6NUJ5	PWWP2B
Q6UWL6	KIRREL2
Q7Z3D6	DGLUCY
Q86TB9	PATL1
Q8N2R0	OSR2
Q8N779	hCG_1998195
Q8N7Y1	KIRREL3-AS3
Q8N895	ZNF366
Q8ND83	SLAIN1
Q8TBN0	RAB3IL1
Q96AA3	RFT1
Q96HZ7	URB1-AS1
Q96MZ4	FAM218A
Q96N28	PRELID3A
Q9BUF7	CRB3
Q9NRJ3	CCL28
Q9UFY2	DKFZp434F011
Q9ULZ1	APLN
Q9Y3I1	FBXO7
P25789	PSMA4
Q02252	ALDH6A1
Q8NHS4	CLHC1
Q9NPA5	ZFP64
Q9ULV4	CORO1C
V9HW72	HEL-S-94n
P25929	NPY1R
P25942	CD40
Q9NRC1	ST7
Q04828	AKR1C1
Q9NPJ8	NXT2
P28067	HLA-DMA
Q31604	DMA
Q7Z7F0	KHDC4
P37235	HPCAL1
P48645	NMU
Q549C5	MST065
Q6NUJ2	C11orf87
Q7Z3C6	ATG9A
Q8IV04	TBC1D10C
Q8WTV0	SCARB1
Q92692	NECTIN2
Q969V3	NCLN
Q99571	P2RX4
Q9H2A7	CXCL16
Q9NS69	TOMM22
Q9P121	NTM
Q9UBX3	SLC25A10
P26441	CNTF
P26583	HMGB2
P57721	PCBP3
P62316	SNRPD2
P78332	RBM6
P78417	GSTO1
P84077	ARF1
Q53FA7	TP53I3
Q658K8	EEF1DP3
Q6N063	OGFOD2
Q96D98	EID2B
Q9BW27	NUP85
Q9H4M7	PLEKHA4
V9HWG9	HEL-S-21
P26651	ZFP36
P26678	PLN
Q01453	PMP22
Q03113	GNA12
Q9H334	FOXP1
Q9UBE0	SAE1
P27105	STOM
P27144	AK4
P29322	EPHA8
Q92934	BAD
Q96C45	ULK4
Q96SM3	CPXM1
Q9C0H2	TTYH3
Q92527	ANKRD7
Q96ER3	SAAL1
Q9H8H0	NOL11
P27469	G0S2
Q8N4G2	ARL14
Q9NWZ3	IRAK4
P27544	CERS1
P31276	HOXC13
Q99567	NUP88
P27797	CALR
Q02928	CYP4A11
Q16627	CCL14
Q9Y534	CSDC2
W0S1B5	Pe1Fe6
P27987	ITPKB
P28066	PSMA5
Q9P2W7	B3GAT1
P28068	HLA-DMB
P28222	HTR1B
P28328	PEX2
P28472	GABRB3
P58546	MTPN
Q69YG1	DKFZp761E1322
Q8N8S7	ENAH
Q8NEM7	SUPT20H
Q9H2K0	MTIF3
Q9H6Z9	EGLN3
V9HWI3	HEL-S-130P
P28562	DUSP1
P28566	HTR1E
P28676	GCA
Q96GR4	ZDHHC12
P28715	ERCC5
Q06278	AOX1
P51959	CCNG1
P28845	HSD11B1
Q8N3Q6	DKFZp761G0818
Q14586	ZNF267
P29279	CCN2
Q9BW91	NUDT9
P29320	EPHA3
Q13283	G3BP1
Q6PI48	DARS2
P29372	MPG
P29373	CRABP2
P29375	KDM5A
P29401	TKT
P29466	CASP1
P84243	H3-3A
P84243	H3-3B
P29558	RBMS1
Q969M7	UBE2F
P29728	OAS2
P29762	CRABP1
Q96S65	CSRNP1
Q9NQ79	CRTAC1
Q9UKS7	IKZF2
P30040	ERP29
P30042	GATD3
P30042	GATD3B
P30044	PRDX5
P30049	ATP5F1D
Q9NYS3	PNAS-3
P30050	RPL12
P56749	CLDN12
Q8IUF1	CBWD2
P30203	CD6
Q8NF22	FLJ00380
Q9NS71	GKN1
P50549	ETV1
Q9BT43	POLR3GL
Q9UBQ5	EIF3K
P30291	WEE1
Q13202	DUSP8
Q6P4J0	ARD1A
Q95604	HLA-C
Q96KG9	SCYL1
Q9BV40	VAMP8
Q9NSA1	FGF21
P30405	PPIF
P30414	NKTR
P30512	HLA-A
P30520	ADSS2
P30536	TSPO
P30556	AGTR1
Q13956	PDE6H
P30566	ADSL
P48745	CCN3
P30613	PKLR
P30622	CLIP1
Q08493	PDE4C
P30793	GCH1
P30825	SLC7A1
P30876	POLR2B
P31040	SDHA
Q8TB22	SPATA20
P31249	HOXD3
Q16531	DDB1
Q16533	SNAPC1
P31270	HOXA11
Q8N328	PGBD3
Q8TF68	ZNF384
Q9GZZ0	HOXD1
P31321	PRKAR1B
Q16514	TAF12
Q9P0M2	AKAP7
P31350	RRM2
P31629	HIVEP2
P35914	HMGCL
P51636	CAV2
Q9Y276	BCS1L
P49327	FASN
P60201	PLP1
Q12879	GRIN2A
Q16143	SNCB
Q5VV52	ZNF691
Q8N668	COMMD1
Q8TCG2	PI4K2B
Q9BR01	SULT4A1
Q9BWD1	ACAT2
Q9GZT4	SRR
P35326	SPRR2A
P43490	NAMPT
Q15363	TMED2
Q687X5	STEAP4
Q6FHT8	RNP24
Q96L92	SNX27
Q9H488	POFUT1
Q9NST1	PNPLA3
P31785	IL2RG
Q13043	STK4
P62701	RPS4X
Q53F19	NCBP3
Q99616	CCL13
P31944	CASP14
P98177	FOXO4
Q6IAX9	SRPR
P32004	L1CAM
Q9NPF0	CD320
Q9NZ94	NLGN3
Q96KA5	CLPTM1L
P32241	VIPR1
P49747	COMP
Q96T55	KCNK16
Q9BYR6	KRTAP3-3
Q9BYS1	KRTAP1-5
P32243	OTX2
P32245	MC4R
P32249	GPR183
Q86UK7	ZNF598
P61328	FGF12
Q96EH3	MALSU1
Q96QZ7	MAGI1
P55201	BRPF1
Q13888	GTF2H2
Q8WYK2	JDP2
P32942	ICAM3
Q8TB05	UBALD1
Q13296	SCGB2A2
Q92876	KLK6
Q13114	TRAF3
P33981	TTK
P78396	CCNA1
Q49A92	C8orf34
Q96MA6	AK8
Q9Y5S9	RBM8A
